order_id,customer_id,destination_id,shipping_mode_id,order_status_id,delivery_status_id,order_type_id,order_date,shipping_date,days_for_shipping_real,days_for_shipment_scheduled
44298,457,1078,4,3,4,2,10/8/2016 15:12,10/12/2016 15:12,4,4
44299,9370,2831,4,7,2,3,10/8/2016 15:33,10/13/2016 15:33,5,4
44300,11996,971,4,6,2,4,10/8/2016 15:54,10/14/2016 15:54,6,4
44301,12214,1086,4,4,1,2,10/8/2016 16:15,10/10/2016 16:15,2,4
44302,1269,1086,4,8,1,4,10/8/2016 16:36,10/11/2016 16:36,3,4
44303,10321,328,3,6,2,4,10/8/2016 16:57,10/12/2016 16:57,4,2
44304,11192,328,3,3,2,2,10/8/2016 17:18,10/13/2016 17:18,5,2
44305,6630,328,3,2,2,1,10/8/2016 17:39,10/14/2016 17:39,6,2
44306,9647,8,4,3,1,2,10/8/2016 18:00,10/10/2016 18:00,2,4
44307,740,2776,4,3,1,2,10/8/2016 18:21,10/11/2016 18:21,3,4
44308,3506,2036,1,7,2,3,10/8/2016 18:42,10/10/2016 18:42,2,1
44309,8152,859,4,7,2,3,10/8/2016 19:03,10/13/2016 19:03,5,4
44310,9664,2755,4,8,2,4,10/8/2016 19:24,10/14/2016 19:24,6,4
44311,1307,1,4,3,1,2,10/8/2016 19:46,10/10/2016 19:46,2,4
44312,9433,1,1,7,2,3,10/8/2016 20:07,10/10/2016 20:07,2,1
44313,4350,299,3,7,2,3,10/8/2016 20:28,10/12/2016 20:28,4,2
44314,3172,299,3,3,2,2,10/8/2016 20:49,10/13/2016 20:49,5,2
44316,5598,2836,4,8,1,4,10/8/2016 21:31,10/10/2016 21:31,2,4
44317,10846,1077,4,7,1,3,10/8/2016 21:52,10/11/2016 21:52,3,4
44318,3669,2770,4,3,4,2,10/8/2016 22:13,10/12/2016 22:13,4,4
44319,8927,2770,4,3,2,2,10/8/2016 22:34,10/13/2016 22:34,5,4
44320,2971,2770,2,3,2,2,10/8/2016 22:55,10/9/2016 10:55,1,0
44322,3586,2770,4,8,1,4,10/8/2016 23:37,10/11/2016 23:37,3,4
44327,8672,2770,2,8,4,4,10/9/2016 1:22,10/9/2016 13:22,0,0
44331,10132,2290,4,8,1,4,10/9/2016 2:46,10/11/2016 2:46,2,4
44332,6491,17,4,2,1,1,10/9/2016 3:07,10/12/2016 3:07,3,4
44333,7363,17,4,6,4,4,10/9/2016 3:28,10/13/2016 3:28,4,4
44334,5492,928,4,4,2,2,10/9/2016 3:49,10/14/2016 3:49,5,4
44335,9210,928,1,2,2,1,10/9/2016 4:10,10/11/2016 4:10,2,1
44336,1395,942,1,8,2,4,10/9/2016 4:31,10/11/2016 4:31,2,1
44338,370,2323,4,7,4,3,10/9/2016 5:13,10/13/2016 5:13,4,4
44340,4343,2788,4,3,2,2,10/9/2016 5:55,10/15/2016 5:55,6,4
44341,6499,981,4,9,3,4,10/9/2016 6:16,10/11/2016 6:16,2,4
44342,1834,338,4,3,1,2,10/9/2016 6:37,10/12/2016 6:37,3,4
44343,5175,1072,4,3,4,2,10/9/2016 6:58,10/13/2016 6:58,4,4
44345,4479,2817,4,6,2,4,10/9/2016 7:40,10/15/2016 7:40,6,4
44348,893,2855,1,3,2,2,10/9/2016 8:43,10/11/2016 8:43,2,1
44349,6898,2855,1,8,2,4,10/9/2016 9:04,10/11/2016 9:04,2,1
44351,7662,2855,1,2,2,1,10/9/2016 9:46,10/11/2016 9:46,2,1
44352,5654,2855,1,3,2,2,10/9/2016 10:07,10/11/2016 10:07,2,1
44353,11356,1112,1,8,2,4,10/9/2016 10:28,10/11/2016 10:28,2,1
44354,2254,1112,1,7,2,3,10/9/2016 10:49,10/11/2016 10:49,2,1
44357,9074,2912,3,2,2,1,10/9/2016 11:52,10/12/2016 11:52,3,2
44358,3977,2912,3,3,2,2,10/9/2016 12:13,10/13/2016 12:13,4,2
44359,956,2912,3,3,2,2,10/9/2016 12:34,10/14/2016 12:34,5,2
44360,202,2912,1,4,2,2,10/9/2016 12:56,10/11/2016 12:56,2,1
44361,9352,2912,1,6,2,4,10/9/2016 13:17,10/11/2016 13:17,2,1
44362,3328,2912,1,3,2,2,10/9/2016 13:38,10/11/2016 13:38,2,1
44363,1375,852,4,7,4,3,10/9/2016 13:59,10/13/2016 13:59,4,4
44364,8975,122,4,3,2,2,10/9/2016 14:20,10/14/2016 14:20,5,4
44365,11350,122,4,3,2,2,10/9/2016 14:41,10/15/2016 14:41,6,4
44366,9652,122,4,3,1,2,10/9/2016 15:02,10/11/2016 15:02,2,4
44367,8256,2810,4,3,1,2,10/9/2016 15:23,10/12/2016 15:23,3,4
44368,748,2810,1,6,2,4,10/9/2016 15:44,10/11/2016 15:44,2,1
44369,120,2009,1,3,2,2,10/9/2016 16:05,10/11/2016 16:05,2,1
44370,6959,2009,4,2,2,1,10/9/2016 16:26,10/15/2016 16:26,6,4
44371,9540,1110,2,3,2,2,10/9/2016 16:47,10/10/2016 4:47,1,0
44372,1525,1110,2,2,2,1,10/9/2016 17:08,10/10/2016 5:08,1,0
44375,3503,121,3,2,2,1,10/9/2016 18:11,10/15/2016 18:11,6,2
44377,8740,2926,3,9,3,4,10/9/2016 18:53,10/12/2016 18:53,3,2
44378,5838,30,3,2,2,1,10/9/2016 19:14,10/13/2016 19:14,4,2
44379,11650,990,4,3,2,2,10/9/2016 19:35,10/14/2016 19:35,5,4
44380,10193,1997,4,3,2,2,10/9/2016 19:56,10/15/2016 19:56,6,4
44381,7365,1997,4,3,1,2,10/9/2016 20:17,10/11/2016 20:17,2,4
44382,11698,1997,4,3,1,2,10/9/2016 20:38,10/12/2016 20:38,3,4
44383,4561,1997,3,3,2,2,10/9/2016 20:59,10/13/2016 20:59,4,2
44384,4400,1997,3,3,2,2,10/9/2016 21:20,10/14/2016 21:20,5,2
44385,870,102,2,8,2,4,10/9/2016 21:41,10/10/2016 9:41,1,0
44386,1970,102,3,1,3,4,10/9/2016 22:02,10/11/2016 22:02,2,2
44387,1506,870,3,7,2,3,10/9/2016 22:23,10/12/2016 22:23,3,2
44388,468,870,3,3,2,2,10/9/2016 22:44,10/13/2016 22:44,4,2
44389,2723,870,3,8,2,4,10/9/2016 23:05,10/14/2016 23:05,5,2
44391,6532,2782,4,4,1,2,10/9/2016 23:47,10/11/2016 23:47,2,4
44392,3435,2863,3,3,2,2,10/10/2016 0:08,10/13/2016 0:08,3,2
44393,1545,2863,3,3,2,2,10/10/2016 0:29,10/14/2016 0:29,4,2
44394,7035,1044,3,7,2,3,10/10/2016 0:50,10/15/2016 0:50,5,2
44397,4743,96,1,8,2,4,10/10/2016 1:53,10/12/2016 1:53,2,1
44399,283,1996,3,3,2,2,10/10/2016 2:35,10/15/2016 2:35,5,2
44400,11081,2275,1,8,2,4,10/10/2016 2:56,10/12/2016 2:56,2,1
44401,3460,2275,1,7,2,3,10/10/2016 3:17,10/12/2016 3:17,2,1
44402,5306,2275,4,2,1,1,10/10/2016 3:38,10/13/2016 3:38,3,4
44403,5659,2275,4,8,4,4,10/10/2016 3:59,10/14/2016 3:59,4,4
44404,2047,2889,4,2,2,1,10/10/2016 4:20,10/15/2016 4:20,5,4
44405,3763,2889,4,3,2,2,10/10/2016 4:41,10/16/2016 4:41,6,4
44406,12193,2810,4,8,1,4,10/10/2016 5:02,10/12/2016 5:02,2,4
44407,8368,2810,4,6,1,4,10/10/2016 5:23,10/13/2016 5:23,3,4
44408,11431,2810,2,6,4,4,10/10/2016 5:45,10/10/2016 17:45,0,0
44409,4799,2810,4,6,2,4,10/10/2016 6:06,10/15/2016 6:06,5,4
44410,12104,2810,4,3,2,2,10/10/2016 6:27,10/16/2016 6:27,6,4
44411,9810,2912,1,2,2,1,10/10/2016 6:48,10/12/2016 6:48,2,1
44412,2038,384,4,7,1,3,10/10/2016 7:09,10/13/2016 7:09,3,4
44413,12157,2293,4,3,4,2,10/10/2016 7:30,10/14/2016 7:30,4,4
44414,573,2293,3,6,2,4,10/10/2016 7:51,10/15/2016 7:51,5,2
44415,11588,2293,3,3,2,2,10/10/2016 8:12,10/16/2016 8:12,6,2
44416,8368,899,4,7,1,3,10/10/2016 8:33,10/12/2016 8:33,2,4
44417,9643,351,4,1,3,4,10/10/2016 8:54,10/13/2016 8:54,3,4
44418,6143,924,1,3,2,2,10/10/2016 9:15,10/12/2016 9:15,2,1
44419,3408,2900,1,2,2,1,10/10/2016 9:36,10/12/2016 9:36,2,1
44420,6535,2900,1,7,2,3,10/10/2016 9:57,10/12/2016 9:57,2,1
44421,3289,2849,1,3,2,2,10/10/2016 10:18,10/12/2016 10:18,2,1
44422,5185,1044,1,7,2,3,10/10/2016 10:39,10/12/2016 10:39,2,1
44423,3395,1044,4,8,4,4,10/10/2016 11:00,10/14/2016 11:00,4,4
44424,2360,1062,1,7,2,3,10/10/2016 11:21,10/12/2016 11:21,2,1
44425,3497,1062,4,8,2,4,10/10/2016 11:42,10/16/2016 11:42,6,4
44426,6867,1062,4,7,1,3,10/10/2016 12:03,10/12/2016 12:03,2,4
44427,9427,2807,3,8,2,4,10/10/2016 12:24,10/13/2016 12:24,3,2
44428,326,2899,3,3,2,2,10/10/2016 12:45,10/14/2016 12:45,4,2
44429,8058,2899,3,3,2,2,10/10/2016 13:06,10/15/2016 13:06,5,2
44430,5010,2899,3,7,2,3,10/10/2016 13:27,10/16/2016 13:27,6,2
44431,10577,2912,3,4,4,2,10/10/2016 13:48,10/12/2016 13:48,2,2
44432,8994,2912,3,9,3,4,10/10/2016 14:09,10/13/2016 14:09,3,2
44433,5531,2874,3,3,2,2,10/10/2016 14:30,10/14/2016 14:30,4,2
44434,4807,982,3,3,2,2,10/10/2016 14:51,10/15/2016 14:51,5,2
44435,11204,982,3,7,2,3,10/10/2016 15:12,10/16/2016 15:12,6,2
44438,9065,3316,4,4,4,2,10/10/2016 16:15,10/14/2016 16:15,4,4
44439,4357,852,4,4,2,2,10/10/2016 16:36,10/15/2016 16:36,5,4
44440,1843,852,4,8,2,4,10/10/2016 16:57,10/16/2016 16:57,6,4
44441,7884,956,4,8,1,4,10/10/2016 17:18,10/12/2016 17:18,2,4
44442,2719,956,4,3,1,2,10/10/2016 17:39,10/13/2016 17:39,3,4
44443,12089,128,4,3,4,2,10/10/2016 18:00,10/14/2016 18:00,4,4
44445,4034,934,4,7,2,3,10/10/2016 18:42,10/16/2016 18:42,6,4
44446,5033,2036,1,7,2,3,10/10/2016 19:03,10/12/2016 19:03,2,1
44447,3981,2036,1,4,2,2,10/10/2016 19:24,10/12/2016 19:24,2,1
44449,10275,2825,4,3,2,2,10/10/2016 20:06,10/15/2016 20:06,5,4
44450,1991,2825,4,7,2,3,10/10/2016 20:27,10/16/2016 20:27,6,4
44451,6935,2825,4,3,1,2,10/10/2016 20:48,10/12/2016 20:48,2,4
44452,1250,1089,4,9,3,4,10/10/2016 21:09,10/13/2016 21:09,3,4
44453,10627,2862,4,4,4,2,10/10/2016 21:30,10/14/2016 21:30,4,4
44454,1541,2862,4,3,2,2,10/10/2016 21:51,10/15/2016 21:51,5,4
44455,10176,2862,4,2,2,1,10/10/2016 22:12,10/16/2016 22:12,6,4
44456,11447,2862,4,3,1,2,10/10/2016 22:34,10/12/2016 22:34,2,4
44457,8125,1044,4,3,1,2,10/10/2016 22:55,10/13/2016 22:55,3,4
44459,4877,2316,4,6,2,4,10/10/2016 23:37,10/15/2016 23:37,5,4
44461,1037,2316,4,3,1,2,10/11/2016 0:19,10/13/2016 0:19,2,4
44462,8436,346,4,7,1,3,10/11/2016 0:40,10/14/2016 0:40,3,4
44463,9714,2916,4,9,3,4,10/11/2016 1:01,10/15/2016 1:01,4,4
44464,8221,2874,4,3,2,2,10/11/2016 1:22,10/16/2016 1:22,5,4
44465,5464,1037,4,3,2,2,10/11/2016 1:43,10/17/2016 1:43,6,4
44466,7060,2799,4,2,1,1,10/11/2016 2:04,10/13/2016 2:04,2,4
44468,11675,2799,4,3,4,2,10/11/2016 2:46,10/15/2016 2:46,4,4
44469,12274,312,4,8,2,4,10/11/2016 3:07,10/16/2016 3:07,5,4
44470,6323,312,4,4,2,2,10/11/2016 3:28,10/17/2016 3:28,6,4
44471,10641,312,4,3,1,2,10/11/2016 3:49,10/13/2016 3:49,2,4
44472,10877,2743,4,2,1,1,10/11/2016 4:10,10/14/2016 4:10,3,4
44474,4830,2743,4,8,2,4,10/11/2016 4:52,10/16/2016 4:52,5,4
44476,6983,2743,3,4,4,2,10/11/2016 5:34,10/13/2016 5:34,2,2
44477,1495,882,2,3,4,2,10/11/2016 5:55,10/11/2016 17:55,0,0
44478,6211,882,3,5,2,3,10/11/2016 6:16,10/15/2016 6:16,4,2
44479,7376,2881,4,7,2,3,10/11/2016 6:37,10/16/2016 6:37,5,4
44480,7878,2881,4,7,2,3,10/11/2016 6:58,10/17/2016 6:58,6,4
44481,5944,379,4,7,1,3,10/11/2016 7:19,10/13/2016 7:19,2,4
44482,2756,379,4,7,1,3,10/11/2016 7:40,10/14/2016 7:40,3,4
44484,1361,379,4,3,2,2,10/11/2016 8:22,10/16/2016 8:22,5,4
44485,7393,2290,4,7,2,3,10/11/2016 8:43,10/17/2016 8:43,6,4
44486,3596,329,4,7,1,3,10/11/2016 9:04,10/13/2016 9:04,2,4
44487,1507,2863,4,2,1,1,10/11/2016 9:25,10/14/2016 9:25,3,4
44488,4345,922,4,7,4,3,10/11/2016 9:46,10/15/2016 9:46,4,4
44490,8736,922,4,7,2,3,10/11/2016 10:28,10/17/2016 10:28,6,4
44492,2934,1027,3,6,2,4,10/11/2016 11:10,10/14/2016 11:10,3,2
44493,8869,1027,3,7,2,3,10/11/2016 11:31,10/15/2016 11:31,4,2
44495,10563,103,4,3,2,2,10/11/2016 12:13,10/17/2016 12:13,6,4
44496,4296,331,4,3,1,2,10/11/2016 12:34,10/13/2016 12:34,2,4
44497,604,1090,4,7,1,3,10/11/2016 12:55,10/14/2016 12:55,3,4
44498,7971,1090,4,7,4,3,10/11/2016 13:16,10/15/2016 13:16,4,4
44499,392,867,4,2,2,1,10/11/2016 13:37,10/16/2016 13:37,5,4
44501,5333,989,4,8,1,4,10/11/2016 14:19,10/13/2016 14:19,2,4
44502,7570,989,4,3,1,2,10/11/2016 14:40,10/14/2016 14:40,3,4
44503,5480,989,4,7,4,3,10/11/2016 15:01,10/15/2016 15:01,4,4
44504,8544,2810,4,3,2,2,10/11/2016 15:22,10/16/2016 15:22,5,4
44505,9297,2814,4,7,2,3,10/11/2016 15:44,10/17/2016 15:44,6,4
44506,8523,1020,2,3,2,2,10/11/2016 16:05,10/12/2016 4:05,1,0
44507,7783,1064,4,3,1,2,10/11/2016 16:26,10/14/2016 16:26,3,4
44509,2919,2888,4,2,2,1,10/11/2016 17:08,10/16/2016 17:08,5,4
44510,9702,2888,4,3,2,2,10/11/2016 17:29,10/17/2016 17:29,6,4
44511,1257,2888,4,4,1,2,10/11/2016 17:50,10/13/2016 17:50,2,4
44512,7301,2888,4,7,1,3,10/11/2016 18:11,10/14/2016 18:11,3,4
44513,7044,2888,4,2,4,1,10/11/2016 18:32,10/15/2016 18:32,4,4
44514,9604,2013,4,8,2,4,10/11/2016 18:53,10/16/2016 18:53,5,4
44515,11766,2807,1,3,2,2,10/11/2016 19:14,10/13/2016 19:14,2,1
44516,6087,2293,1,6,2,4,10/11/2016 19:35,10/13/2016 19:35,2,1
44517,5039,2293,1,8,2,4,10/11/2016 19:56,10/13/2016 19:56,2,1
44518,9610,2293,1,7,2,3,10/11/2016 20:17,10/13/2016 20:17,2,1
44519,11330,2293,3,3,2,2,10/11/2016 20:38,10/16/2016 20:38,5,2
44520,2189,2293,3,7,2,3,10/11/2016 20:59,10/17/2016 20:59,6,2
44521,2664,1044,4,4,1,2,10/11/2016 21:20,10/13/2016 21:20,2,4
44522,10309,1044,4,3,1,2,10/11/2016 21:41,10/14/2016 21:41,3,4
44523,4998,1044,4,4,4,2,10/11/2016 22:02,10/15/2016 22:02,4,4
44524,9527,1044,4,8,2,4,10/11/2016 22:23,10/16/2016 22:23,5,4
44525,4002,17,4,8,2,4,10/11/2016 22:44,10/17/2016 22:44,6,4
44526,6887,17,4,7,1,3,10/11/2016 23:05,10/13/2016 23:05,2,4
44527,10810,903,4,3,1,2,10/11/2016 23:26,10/14/2016 23:26,3,4
44528,8621,903,4,8,4,4,10/11/2016 23:47,10/15/2016 23:47,4,4
44529,5066,903,4,6,2,4,10/12/2016 0:08,10/17/2016 0:08,5,4
44530,3707,903,3,2,2,1,10/12/2016 0:29,10/18/2016 0:29,6,2
44531,8662,92,3,8,4,4,10/12/2016 0:50,10/14/2016 0:50,2,2
44534,9522,92,3,2,2,1,10/12/2016 1:53,10/17/2016 1:53,5,2
44535,10565,92,3,7,2,3,10/12/2016 2:14,10/18/2016 2:14,6,2
44536,6444,92,4,3,1,2,10/12/2016 2:35,10/14/2016 2:35,2,4
44537,2038,308,4,6,1,4,10/12/2016 2:56,10/15/2016 2:56,3,4
44538,1906,2792,4,7,4,3,10/12/2016 3:17,10/16/2016 3:17,4,4
44540,6863,916,4,4,2,2,10/12/2016 3:59,10/18/2016 3:59,6,4
44541,11164,2031,4,7,1,3,10/12/2016 4:20,10/14/2016 4:20,2,4
44542,5187,43,4,2,1,1,10/12/2016 4:41,10/15/2016 4:41,3,4
44543,6461,1066,4,2,4,1,10/12/2016 5:02,10/16/2016 5:02,4,4
44544,6005,1066,4,8,2,4,10/12/2016 5:23,10/17/2016 5:23,5,4
44545,2903,2299,4,2,2,1,10/12/2016 5:44,10/18/2016 5:44,6,4
44546,6710,1081,4,3,1,2,10/12/2016 6:05,10/14/2016 6:05,2,4
44547,6670,1081,4,8,1,4,10/12/2016 6:26,10/15/2016 6:26,3,4
44548,968,323,4,3,4,2,10/12/2016 6:47,10/16/2016 6:47,4,4
44549,5861,984,1,6,2,4,10/12/2016 7:08,10/14/2016 7:08,2,1
44550,5964,984,1,7,2,3,10/12/2016 7:29,10/14/2016 7:29,2,1
44551,5198,2880,3,2,4,1,10/12/2016 7:50,10/14/2016 7:50,2,2
44554,10849,2880,3,7,2,3,10/12/2016 8:54,10/17/2016 8:54,5,2
44555,11983,2880,3,3,2,2,10/12/2016 9:15,10/18/2016 9:15,6,2
44556,106,2880,3,7,4,3,10/12/2016 9:36,10/14/2016 9:36,2,2
44557,6082,2880,3,7,2,3,10/12/2016 9:57,10/15/2016 9:57,3,2
44558,9508,386,4,3,4,2,10/12/2016 10:18,10/16/2016 10:18,4,4
44559,9585,859,4,6,2,4,10/12/2016 10:39,10/17/2016 10:39,5,4
44560,10140,859,3,2,2,1,10/12/2016 11:00,10/18/2016 11:00,6,2
44564,5560,859,4,4,2,2,10/12/2016 12:24,10/17/2016 12:24,5,4
44565,6229,859,4,6,2,4,10/12/2016 12:45,10/18/2016 12:45,6,4
44566,11074,1061,4,7,1,3,10/12/2016 13:06,10/14/2016 13:06,2,4
44567,2588,1076,4,2,1,1,10/12/2016 13:27,10/15/2016 13:27,3,4
44568,4882,1076,4,7,4,3,10/12/2016 13:48,10/16/2016 13:48,4,4
44569,1887,1059,4,8,2,4,10/12/2016 14:09,10/17/2016 14:09,5,4
44571,10459,346,4,9,3,4,10/12/2016 14:51,10/14/2016 14:51,2,4
44574,3448,1076,4,3,2,2,10/12/2016 15:54,10/17/2016 15:54,5,4
44575,11626,1076,2,7,2,3,10/12/2016 16:15,10/13/2016 4:15,1,0
44577,2597,1037,4,2,1,1,10/12/2016 16:57,10/15/2016 16:57,3,4
44578,7898,1037,4,3,4,2,10/12/2016 17:18,10/16/2016 17:18,4,4
44579,3934,2854,4,2,2,1,10/12/2016 17:39,10/17/2016 17:39,5,4
44582,11808,1078,4,8,1,4,10/12/2016 18:42,10/15/2016 18:42,3,4
44583,8880,1078,3,3,2,2,10/12/2016 19:03,10/16/2016 19:03,4,2
44584,10932,2806,4,2,2,1,10/12/2016 19:24,10/17/2016 19:24,5,4
44585,53,2806,4,7,2,3,10/12/2016 19:45,10/18/2016 19:45,6,4
44586,7544,2806,1,7,2,3,10/12/2016 20:06,10/14/2016 20:06,2,1
44587,9107,2806,3,8,2,4,10/12/2016 20:27,10/15/2016 20:27,3,2
44589,6656,123,4,6,2,4,10/12/2016 21:09,10/17/2016 21:09,5,4
44590,4224,123,4,3,2,2,10/12/2016 21:30,10/18/2016 21:30,6,4
44591,3706,123,4,8,1,4,10/12/2016 21:51,10/14/2016 21:51,2,4
44593,11090,123,4,8,4,4,10/12/2016 22:33,10/16/2016 22:33,4,4
44595,7673,1077,1,3,2,2,10/12/2016 23:15,10/14/2016 23:15,2,1
44596,203,2912,1,4,2,2,10/12/2016 23:36,10/14/2016 23:36,2,1
44597,4760,2027,1,7,2,3,10/12/2016 23:57,10/14/2016 23:57,2,1
44598,3364,2027,4,3,4,2,10/13/2016 0:18,10/17/2016 0:18,4,4
44599,1326,2782,4,4,2,2,10/13/2016 0:39,10/18/2016 0:39,5,4
44601,12201,344,4,7,1,3,10/13/2016 1:22,10/15/2016 1:22,2,4
44602,6924,344,1,4,2,2,10/13/2016 1:43,10/15/2016 1:43,2,1
44603,1689,959,1,7,2,3,10/13/2016 2:04,10/15/2016 2:04,2,1
44604,1739,959,1,8,2,4,10/13/2016 2:25,10/15/2016 2:25,2,1
44606,1868,1037,4,2,1,1,10/13/2016 3:07,10/15/2016 3:07,2,4
44607,8008,1037,4,3,1,2,10/13/2016 3:28,10/16/2016 3:28,3,4
44608,2865,1037,4,3,4,2,10/13/2016 3:49,10/17/2016 3:49,4,4
44609,8355,990,4,3,2,2,10/13/2016 4:10,10/18/2016 4:10,5,4
44610,792,990,4,6,2,4,10/13/2016 4:31,10/19/2016 4:31,6,4
44612,3011,859,1,7,2,3,10/13/2016 5:13,10/15/2016 5:13,2,1
44613,3782,859,1,3,2,2,10/13/2016 5:34,10/15/2016 5:34,2,1
44615,9550,2842,4,7,2,3,10/13/2016 6:16,10/19/2016 6:16,6,4
44616,3070,2842,4,7,1,3,10/13/2016 6:37,10/15/2016 6:37,2,4
44617,2214,2842,4,6,1,4,10/13/2016 6:58,10/16/2016 6:58,3,4
44618,5239,2842,4,7,4,3,10/13/2016 7:19,10/17/2016 7:19,4,4
44619,12173,359,4,3,2,2,10/13/2016 7:40,10/18/2016 7:40,5,4
44620,11112,359,4,8,2,4,10/13/2016 8:01,10/19/2016 8:01,6,4
44621,6305,2027,4,6,1,4,10/13/2016 8:22,10/15/2016 8:22,2,4
44623,11573,2027,4,7,4,3,10/13/2016 9:04,10/17/2016 9:04,4,4
44624,11791,2027,4,3,2,2,10/13/2016 9:25,10/18/2016 9:25,5,4
44625,11611,2027,3,1,3,4,10/13/2016 9:46,10/19/2016 9:46,6,2
44627,9326,2972,3,6,2,4,10/13/2016 10:28,10/16/2016 10:28,3,2
44628,5176,2972,1,7,2,3,10/13/2016 10:49,10/15/2016 10:49,2,1
44629,1145,977,1,7,2,3,10/13/2016 11:10,10/15/2016 11:10,2,1
44630,2974,977,1,3,2,2,10/13/2016 11:31,10/15/2016 11:31,2,1
44631,2774,2882,1,2,2,1,10/13/2016 11:52,10/15/2016 11:52,2,1
44633,1459,1995,3,7,2,3,10/13/2016 12:34,10/17/2016 12:34,4,2
44634,1012,3316,4,3,2,2,10/13/2016 12:55,10/18/2016 12:55,5,4
44635,10687,979,4,6,2,4,10/13/2016 13:16,10/19/2016 13:16,6,4
44636,597,979,4,4,1,2,10/13/2016 13:37,10/15/2016 13:37,2,4
44637,5382,20,4,8,1,4,10/13/2016 13:58,10/16/2016 13:58,3,4
44639,6150,2000,4,3,2,2,10/13/2016 14:40,10/18/2016 14:40,5,4
44640,7535,2000,3,7,2,3,10/13/2016 15:01,10/19/2016 15:01,6,2
44641,6930,976,3,6,4,4,10/13/2016 15:22,10/15/2016 15:22,2,2
44642,2560,346,4,7,1,3,10/13/2016 15:43,10/16/2016 15:43,3,4
44643,8522,1027,4,2,4,1,10/13/2016 16:04,10/17/2016 16:04,4,4
44644,11451,1027,4,2,2,1,10/13/2016 16:25,10/18/2016 16:25,5,4
44645,3351,1027,1,2,2,1,10/13/2016 16:46,10/15/2016 16:46,2,1
44646,4184,1027,3,6,4,4,10/13/2016 17:07,10/15/2016 17:07,2,2
44647,10753,1027,4,1,3,4,10/13/2016 17:28,10/16/2016 17:28,3,4
44648,11978,1027,4,3,4,2,10/13/2016 17:49,10/17/2016 17:49,4,4
44649,2901,1027,3,7,2,3,10/13/2016 18:10,10/18/2016 18:10,5,2
44650,841,2971,4,7,2,3,10/13/2016 18:32,10/19/2016 18:32,6,4
44651,3275,1002,3,3,4,2,10/13/2016 18:53,10/15/2016 18:53,2,2
44653,6460,1002,3,7,2,3,10/13/2016 19:35,10/17/2016 19:35,4,2
44654,12079,2843,4,3,2,2,10/13/2016 19:56,10/18/2016 19:56,5,4
44655,4242,2842,4,8,2,4,10/13/2016 20:17,10/19/2016 20:17,6,4
44656,11284,2842,4,4,1,2,10/13/2016 20:38,10/15/2016 20:38,2,4
44657,1670,2849,4,3,1,2,10/13/2016 20:59,10/16/2016 20:59,3,4
44659,10648,2849,4,7,2,3,10/13/2016 21:41,10/18/2016 21:41,5,4
44660,9463,2849,4,7,2,3,10/13/2016 22:02,10/19/2016 22:02,6,4
44661,12427,2881,4,7,1,3,10/13/2016 22:23,10/15/2016 22:23,2,4
44662,4208,2881,4,3,1,2,10/13/2016 22:44,10/16/2016 22:44,3,4
44663,11755,2881,4,3,4,2,10/13/2016 23:05,10/17/2016 23:05,4,4
44664,5798,2881,4,2,2,1,10/13/2016 23:26,10/18/2016 23:26,5,4
44665,9239,2881,4,3,2,2,10/13/2016 23:47,10/19/2016 23:47,6,4
44666,224,2881,4,6,1,4,10/14/2016 0:08,10/16/2016 0:08,2,4
44667,9510,2881,4,6,1,4,10/14/2016 0:29,10/17/2016 0:29,3,4
44668,1523,1045,4,8,4,4,10/14/2016 0:50,10/18/2016 0:50,4,4
44670,7266,387,4,4,2,2,10/14/2016 1:32,10/20/2016 1:32,6,4
44671,4818,973,1,8,2,4,10/14/2016 1:53,10/16/2016 1:53,2,1
44672,11501,2792,1,2,2,1,10/14/2016 2:14,10/16/2016 2:14,2,1
44673,7250,2792,4,7,4,3,10/14/2016 2:35,10/18/2016 2:35,4,4
44674,11490,2831,4,3,2,2,10/14/2016 2:56,10/19/2016 2:56,5,4
44675,2368,331,4,3,2,2,10/14/2016 3:17,10/20/2016 3:17,6,4
44677,7272,118,4,8,1,4,10/14/2016 3:59,10/17/2016 3:59,3,4
44678,5784,118,4,3,4,2,10/14/2016 4:20,10/18/2016 4:20,4,4
44679,427,926,1,3,2,2,10/14/2016 4:41,10/16/2016 4:41,2,1
44680,8927,2926,1,6,2,4,10/14/2016 5:02,10/16/2016 5:02,2,1
44681,1283,347,1,3,2,2,10/14/2016 5:23,10/16/2016 5:23,2,1
44682,4236,347,1,3,2,2,10/14/2016 5:44,10/16/2016 5:44,2,1
44684,10268,2045,4,6,2,4,10/14/2016 6:26,10/19/2016 6:26,5,4
44686,9902,2045,4,3,1,2,10/14/2016 7:08,10/16/2016 7:08,2,4
44687,10993,2783,4,3,1,2,10/14/2016 7:29,10/17/2016 7:29,3,4
44688,10929,839,4,3,4,2,10/14/2016 7:50,10/18/2016 7:50,4,4
44689,1862,330,4,8,2,4,10/14/2016 8:11,10/19/2016 8:11,5,4
44690,9941,330,4,3,2,2,10/14/2016 8:32,10/20/2016 8:32,6,4
44691,7290,2800,2,3,4,2,10/14/2016 8:53,10/14/2016 20:53,0,0
44692,10257,2800,2,7,4,3,10/14/2016 9:14,10/14/2016 21:14,0,0
44694,2951,3316,3,8,2,4,10/14/2016 9:56,10/19/2016 9:56,5,2
44695,6985,2887,1,6,2,4,10/14/2016 10:17,10/16/2016 10:17,2,1
